DATE,PRICE,ADDRESS,AREAS,BEDROOMS,PARKING-SPACES,BATHROOMS,CONDOMÍNIO,IPTU,TIPO
2021-08-05 16:45:57.119424-03:00,R$ 860.000,"Rua 252, Setor Leste Universitário",703 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.119716-03:00,R$ 650.000,"Rua Padre Monte, Goiá",563 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.120003-03:00,R$ 1.250.000,"Jardim Goiás, Goiânia",890 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.120306-03:00,R$ 1.600.000,"Setor Marista, Goiânia",,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.120627-03:00,R$ 290.000,"Alameda Anicuns, Parque Joao Braz Cidade Industrial",1000 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.120934-03:00,R$ 2.500.000,"Rua Mário Bittar, Setor Marista",547 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.121238-03:00,R$ 470.000,"Setor Sudoeste, Goiânia",540 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.122183-03:00,R$ 1.194.000,"Residencial Alphaville Flamboyant, Goiânia",727 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.122537-03:00,R$ 420.000,"Rua 20, Setor Central",70 m²,,,,,R$ 600,terrenos-lotes-condominios
2021-08-05 16:45:57.122870-03:00,R$ 774.000,"Rua Joaquim Nicolau, Residencial Aruana",645 m²,,,,R$ 700,,terrenos-lotes-condominios
2021-08-05 16:45:57.123240-03:00,R$ 205.000,"Rua F54, Faicalville III",360 m²,1,,1,,R$ 108,terrenos-lotes-condominios
2021-08-05 16:45:57.123631-03:00,R$ 150.000,"Rua RB 28, Residencial Recanto do Bosque",300 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.123955-03:00,R$ 360.000,"Rodovia GO-020, PORTAL DO SOL GREEN",520 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.124247-03:00,R$ 900.000,"Alameda das Mangubas, Residencial Aldeia do Vale",2471 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.124573-03:00,R$ 1.900.000,"Rua RP 1, Residencial Recreio Panorama",3926 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.124873-03:00,R$ 350.000,"Avenida dos Índios, Santa Genoveva",618 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.125158-03:00,R$ 600.000,"Rua Rosângela da Silva Nunes, Setor Maria Rosa",5349 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.125462-03:00,R$ 380.000,"Sitios de Recreio dos Bandeirantes, Goiânia",5250 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.125745-03:00,R$ 680.000,"Setor Urias Magalhães, Goiânia",360 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.126032-03:00,R$ 1.450.000,"Avenida do Contorno, Jardim Colorado Extensao",1237 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.126332-03:00,R$ 850.000,"Jardim Goiás, Goiânia",628 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.126641-03:00,R$ 1.200.000,"Setor Sao Jose, Goiânia",1079 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.126951-03:00,R$ 1.450.000,"Avenida Rio Vermelho, Jardim Itaipu",8000 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.127251-03:00,R$ 280.000,"Rua Imbaúba, Parque Amazônia",407 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.127616-03:00,R$ 1.100.000,"Residencial Aldeia do Vale, Goiânia",2360 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.127934-03:00,R$ 82.720,"Rua Maria Carolina de Jesus, Residencial Talismã",200 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.128225-03:00,R$ 615.000,"Rodovia GO-020, Residencial Goiânia Golfe Clube",406 m²,,,,R$ 500,,terrenos-lotes-condominios
2021-08-05 16:45:57.128628-03:00,R$ 900.000,"PORTAL DO SOL GREEN, Goiânia",1250 m²,,,,R$ 600,,terrenos-lotes-condominios
2021-08-05 16:45:57.128970-03:00,R$ 780.000,"Rua Alvorada do Norte, Alphaville Flamboyant",650 m²,,,,R$ 715,,terrenos-lotes-condominios
2021-08-05 16:45:57.129338-03:00,R$ 1.264.000,"Residencial Alphaville Flamboyant, Goiânia",875 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.129653-03:00,R$ 1.264.000,"Residencial Alphaville Flamboyant, Goiânia",875 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.129953-03:00,R$ 1.254.000,"Residencial Alphaville Flamboyant, Goiânia",770 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.130248-03:00,R$ 700.000,"Setor Bueno, Goiânia",455 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.130593-03:00,R$ 1.200.000,"Avenida Sétima Avenida, Setor Leste Universitário",236 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.130891-03:00,R$ 370.000,"Setor Negrão de Lima, Goiânia",427 m²,,,,,R$ 2.400,terrenos-lotes-condominios
2021-08-05 16:45:57.131236-03:00,R$ 6.800.000,"Residencial Vale do Araguaia , Goiânia",6800 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.131540-03:00,R$ 720.000,"Avenida Champagne, Jardins Franca",413 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.131866-03:00,R$ 1.900.000,"Setor dos Funcionários, Goiânia",755 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.132540-03:00,R$ 1.200.000,"Rua 58, Jardim Goiás",600 m²,,,,,R$ 30.000,terrenos-lotes-condominios
2021-08-05 16:45:57.132933-03:00,R$ 590.000,"Rua C149, Jardim América",200 m²,,,,,R$ 3.477,terrenos-lotes-condominios
2021-08-05 16:45:57.133293-03:00,R$ 500.000,"Jardim América, Goiânia",776 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.133587-03:00,R$ 900.000,"Rua 4, Jardim Goiás",1060 m²,,,,,R$ 200,terrenos-lotes-condominios
2021-08-05 16:45:57.133932-03:00,R$ 650.000,"Rua Doutor Augusto Jungmann, Setor Crimeia Oeste",600 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.134216-03:00,R$ 440.000,"Alameda Pampulha, Setor Jaó",1040 m²,,,,,R$ 850,terrenos-lotes-condominios
2021-08-05 16:45:57.134582-03:00,R$ 820.000,"Residencial Alphaville Flamboyant, Goiânia",641 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.134877-03:00,R$ 340.000,"Rua do Marisco, Jardim Atlântico",420 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.135162-03:00,R$ 1.372.000,"Residencial Alphaville Flamboyant, Goiânia",683 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.135463-03:00,R$ 2.000.000,"Residencial Alphaville Flamboyant, Goiânia",908 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.135792-03:00,R$ 602.000,"Rua GGC26, Residencial Goiânia Golfe Clube",452 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.136090-03:00,R$ 550.000,"Rua 52, Setor Central",420 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.136415-03:00,R$ 750.000,"Rua Capistabos, Santa Genoveva",934 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.136726-03:00,R$ 589.000,"Rodovia GO-020, Fazenda Vau das Pombas",568 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.137009-03:00,R$ 1.084.000,"Residencial Alphaville Flamboyant, Goiânia",650 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.137335-03:00,R$ 1.096.000,"Residencial Alphaville Flamboyant, Goiânia",689 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.138531-03:00,R$ 950.000,"Residencial Granville, Goiânia",450 m²,,,,R$ 750,,terrenos-lotes-condominios
2021-08-05 16:45:57.139211-03:00,R$ 750.000,"Rua GGC24, Residencial Goiânia Golfe Clube",1250 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.139770-03:00,R$ 400.000,"Residencial Alice Barbosa, Goiânia",720 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.140448-03:00,R$ 350.000,"Avenida Inglaterra, Jardim Europa",360 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.140992-03:00,R$ 460.000,"Residencial Goiânia Golfe Clube, Goiânia",432 m²,,,,R$ 615,,terrenos-lotes-condominios
2021-08-05 16:45:57.141722-03:00,R$ 550.000,"Setor Gentil Meireles, Goiânia",1035 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.142107-03:00,R$ 3.800.000,"Avenida Industrial, Aeroviário",1919 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.142432-03:00,R$ 400.000,"Serrinha, Goiânia",531 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.142865-03:00,R$ 399.000,"Jardim Novo Mundo, Goiânia",2518 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.143190-03:00,R$ 580.000,"Loteamento Portal do Sol II, Goiânia",390 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.143529-03:00,R$ 1.200.000,"Jardim Goiás, Goiânia",277 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.143821-03:00,R$ 1.350.000,"Residencial Aldeia do Vale, Goiânia",2030 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.144132-03:00,R$ 1.668,"Rua Gameleira, Residencial Aruana",640 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.144452-03:00,R$ 580.000,"Avenida C107, Jardim América",810 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.144800-03:00,R$ 349.000,"Rua C162, Jardim América",520 m²,,,,,R$ 700,terrenos-lotes-condominios
2021-08-05 16:45:57.145154-03:00,R$ 410.000,"Residencial Vereda dos Buritis, Goiânia",883 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.145464-03:00,R$ 1.100.000,"Rua GV7, Residencial Granville",450 m²,,,,R$ 700,,terrenos-lotes-condominios
2021-08-05 16:45:57.145824-03:00,R$ 2.500.000,"Alphaville Araguaia, Goiânia",1035 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.146130-03:00,R$ 700.000,"Avenida C15, Setor Sudoeste",300 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.146420-03:00,R$ 1.100.000,"Avenida Mambaí, Residencial Alphaville Flamboyant",695 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.146749-03:00,R$ 1.250.000,"Rua T 64, Setor Bela Vista",507 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.147036-03:00,R$ 2.656.000,"Rodovia GO-462, Fazenda Retiro",11560 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.147317-03:00,R$ 1.050.000,"Residencial Aldeia do Vale, Goiânia",2425 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.147616-03:00,R$ 395.000,"Vila Rosa, Goiânia",462 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.147922-03:00,R$ 1.378.000,"Residencial Alphaville Flamboyant, Goiânia",709 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.148216-03:00,R$ 1.200.000,"Rua 28, Jardim Goiás",534 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.148503-03:00,R$ 3.110.000,"Rua Cedroarana, Alphaville Ipe",1245 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.148799-03:00,R$ 550.000,"Avenida Americano do Brasil, Parque Santa Rita",752 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.149087-03:00,R$ 425.000,"Setor Sudoeste, Goiânia",490 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.149380-03:00,R$ 430.000,"Setor Sudoeste, Goiânia",490 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.149691-03:00,R$ 500.000,"Avenida Madrid, Setor Faiçalville",384 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.150158-03:00,R$ 123.000,"Rua Joaquim Cândido da Silva, Setor Oriente Ville",475 m²,,,,,R$ 380,terrenos-lotes-condominios
2021-08-05 16:45:57.150536-03:00,R$ 280.000,"Rua Tirso, Residencial Villagio Toscana",312 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.150839-03:00,R$ 605.000,"Rua GGC26, Residencial Goiânia Golfe Clube",1571 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.151126-03:00,R$ 950.000,"Avenida Quinta Avenida, Setor Leste Vila Nova",625 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.151392-03:00,R$ 750.000,"Rua 91, Setor Sul",526 m²,1,,1,,,terrenos-lotes-condominios
2021-08-05 16:45:57.151709-03:00,R$ 430.000,"Rua C80, Setor Sudoeste",490 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.152012-03:00,R$ 700.000,"Setor Bueno, Goiânia",455 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.152345-03:00,R$ 650.000,"Jardim América, Goiânia",450 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.152639-03:00,R$ 8.800.000,"Jardim Novo Mundo, Goiânia",11000 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.152922-03:00,R$ 1.500.000,"Avenida das Espatódias, Parque das Laranjeiras",2514 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.153201-03:00,R$ 304.005,"Rua Cristóvão Colombo, Parque Industrial João Braz",2137 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.153534-03:00,R$ 1.800.000,"Avenida Diógenes Dolival Sampaio, Jardins Munique",699 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.153821-03:00,R$ 1.800.000,"Avenida Diógenes Dolival Sampaio, Jardins Munique",699 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.154118-03:00,R$ 420.000,"Rua C180, Jardim América",416 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.154441-03:00,R$ 3.000.000,"Jardim Petrópolis, Goiânia",4987 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.154727-03:00,R$ 350.000,"Avenida Francisco de Melo, Vila Rosa",557500 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.155044-03:00,R$ 950.000,"Parque Amazônia, Goiânia",1058 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.155342-03:00,R$ 363.118,"Rua Joaquim Seltz, Jardim Balneário Meia Ponte",1750 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.155670-03:00,R$ 1.400.000,"Jardim Goiás, Goiânia",1040 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.155967-03:00,R$ 410.000,"Rua 20, Setor Santos Dumont",450 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.156267-03:00,R$ 971.000,"Rua Curitiba, Jardim Guanabara",2000 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.156582-03:00,R$ 90.000,"Rodovia GO-060, Area Rural de Goiania",1500 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.156871-03:00,R$ 498.000,"Rua Oliveiros Cândido, Chácaras Buritis",6364 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.157184-03:00,R$ 400.000,"Rua Beijuaçu, Parque Amazônia",362 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.157518-03:00,R$ 700.000,"Jardim América, Goiânia",555 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.157805-03:00,R$ 85.000,"Rua G19, Setor Grajau",300 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.158094-03:00,R$ 800.000,"Residencial Aldeia do Vale, Goiânia",2380 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.158383-03:00,R$ 1.100.000,"Alameda das Acácias, Residencial Aldeia do Vale",1700 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.158722-03:00,R$ 530.000,"Residencial Goiânia Golfe Clube, Goiânia",406 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.159034-03:00,R$ 1.650.000,"Rua Contagem, Alphaville Flamboyant Residencial Araguaia",1035000 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.159324-03:00,R$ 589.000,"Avenida Cassimiro J. Marques de Abreu, Jardim Marques de Abreu",2096 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.159621-03:00,R$ 4.293.120,"Rodovia BR-060, Fazenda Santa Rita",35776 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.159911-03:00,R$ 1.350.000,"Alameda das Espatódias, Residencial Aldeia do Vale",2030 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.160228-03:00,R$ 1.200.000,"Via Terceira, Chácaras Maringá",10000 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.160496-03:00,R$ 550.000,"Rua C130, Jardim América",510 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.160791-03:00,R$ 260.000,"Rua Castro Alves, Prive Residencial Elza Fronza",1100 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.161088-03:00,R$ 3.500.000,"Rua 5 A, Residencial Cidade Verde",42 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.161378-03:00,R$ 1.250.000,"Rua Ijuí, Alphaville Flamboyant Residencial Araguaia",500 m²,,,,R$ 1.213,,terrenos-lotes-condominios
2021-08-05 16:45:57.161740-03:00,R$ 1.150.000,"Rua Veneto, Jardins Italia",525 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.162031-03:00,R$ 600.000,"Avenida João Luís de Almeida, Setor Crimeia Oeste",3870 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.162329-03:00,R$ 1.050.000,"Rua Itacoatiara, Parque Amazônia",982 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.162631-03:00,R$ 1.094.130,"Rua Alvorada do Norte, Residencial Alphaville Flamboyant",715 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.162928-03:00,R$ 700.000,"Rua 115, Setor Sul",504 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.163215-03:00,R$ 600.000,"Vila Jardim São Judas Tadeu, Goiânia",713 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.163518-03:00,R$ 55.000,"Rua Adelino Alves de Borba, Condominio Uniao",300 m²,,,,R$ 75,R$ 400,terrenos-lotes-condominios
2021-08-05 16:45:57.163895-03:00,R$ 655.000,"Rua GGC41, Residencial Goiânia Golfe Clube",596 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.164195-03:00,R$ 515.000,"Rua Jardins Barcelona, Residencial Balneario",631 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.164484-03:00,R$ 12.000.000,"Rua F71, Setor Faiçalville",8000 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.164817-03:00,R$ 600.000,"Residencial Sevilha, Goiânia",825 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.165095-03:00,R$ 595.000,"Rua C148, Jardim América",510 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.165370-03:00,R$ 1.800.000,"Avenida Marechal Deodoro, Setor Campinas",2130 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.165696-03:00,R$ 850.000,"Avenida Rui Barbosa, Serrinha",420 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.166000-03:00,R$ 995.000.000,"Alameda das Amendoeiras, Residencial Aldeia do Vale",1860 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.166449-03:00,R$ 995.000.000,"Alameda das Amendoeiras, Residencial Aldeia do Vale",1860 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.166925-03:00,R$ 319.000,"Rua Coronel Luiz Sampaio, Vila Rosa",499 m²,1,,,,R$ 5.000,terrenos-lotes-condominios
2021-08-05 16:45:57.167321-03:00,R$ 900.000,"Avenida Orlando Marques de Abreu, Residencial Fidélis",1669 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.167698-03:00,R$ 1.100.000,"Setor Leste Universitário, Goiânia",568 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.168036-03:00,R$ 860.000,"Setor Sao Jose, Goiânia",802 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.168325-03:00,R$ 3.600.000,"Avenida Castelo Branco, Setor Coimbra",1350 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.168725-03:00,R$ 650.000,"Setor Coimbra, Goiânia",290 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.169049-03:00,R$ 380.000,"Rua da Independência, Capuava",477 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.169339-03:00,R$ 3.800.000,"Rua Aspília, Residencial Alphaville Flamboyant",1184 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.169671-03:00,R$ 350.000,"Rua do Álamo, Goiania 2",509 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.169995-03:00,R$ 750.000,"Rua Capistabos, Santa Genoveva",934 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.170289-03:00,R$ 780.000,"Rua das Aroeiras, Residencial Aldeia do Vale",1250 m²,,,,R$ 1.500,,terrenos-lotes-condominios
2021-08-05 16:45:57.170699-03:00,R$ 395.000,"Avenida Francisco de Melo, Vila Rosa",462 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.171031-03:00,R$ 695.000,"Rua 115-E, Setor Sul",520 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.171321-03:00,R$ 500.000,"Rua 28, Jardim Goiás",525 m²,,,,,R$ 15.000,terrenos-lotes-condominios
2021-08-05 16:45:57.171723-03:00,R$ 3.200.000,"Rua 89, Setor Sul",1490 m²,,,,,R$ 3.500,terrenos-lotes-condominios
2021-08-05 16:45:57.172072-03:00,R$ 1.250.000,"Rua das Palmeiras, Residencial Aldeia do Vale",3030 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.172376-03:00,R$ 600.000,"Rua SRM 21, Residencial Village Santa Rita IV",,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.172660-03:00,R$ 2.100.000,"Vila Abajá, Goiânia",1683 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.172949-03:00,R$ 1.000.000,"Avenida Fued José Sebba, Jardim Goiás",628 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.173267-03:00,R$ 2.088.000,"Residencial Alphaville Flamboyant, Goiânia",1481 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.173587-03:00,R$ 333.084,"Rua Joaquim Seltz, Jardim Balneário Meia Ponte",1600 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.173919-03:00,R$ 160.000,"Avenida Maria de Melo, Residencial Hugo de Moraes",308 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.174199-03:00,R$ 400.000,"Rua Nicolau Copérnico, Serrinha",390 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.174519-03:00,R$ 1.300.000,"Rua 9, Setor Marista",310 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.174833-03:00,R$ 1.820.000,"Alameda das Mangubas, Residencial Aldeia do Vale",2602 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.175177-03:00,R$ 763.334,"Rua Serranópolis, Zona Rural",704 m²,,,,R$ 775,,terrenos-lotes-condominios
2021-08-05 16:45:57.175575-03:00,R$ 500.000,,,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.175804-03:00,R$ 450.000,"Alameda das Oliveiras, Sitios de Recreio dos Bandeirantes",6031 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.176056-03:00,R$ 152.000,"Alameda Humaitá, Residencial Humaita",374 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.176345-03:00,R$ 1.650.000,"Jardim Atlântico, Goiânia",2384 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.176644-03:00,R$ 960.000,"Avenida Wilson, Jardim Novo Mundo",4200 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.176953-03:00,R$ 1.300.000,"Residencial Aldeia do Vale, Goiânia",2472 m²,,,,R$ 900,,terrenos-lotes-condominios
2021-08-05 16:45:57.177290-03:00,R$ 550.000,"Rua 1001, Setor Pedro Ludovico",448 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.177588-03:00,R$ 995.000,"Jardins Italia, Goiânia",598 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.177889-03:00,R$ 365.000,"Rodovia GO-080, Residencial Villagio Toscana",397 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.178183-03:00,R$ 650.000,"Avenida C7, Setor Sudoeste",550 m²,,,,,R$ 2.400,terrenos-lotes-condominios
2021-08-05 16:45:57.178562-03:00,R$ 630.000,"Rua SB 25, Loteamento Portal do Sol II",422 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.178897-03:00,R$ 350.000,"Rua do Manganês, Parque Oeste Industrial",373 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.179213-03:00,R$ 2.800.000,"Alameda Imbé, Parque Amazônia",300 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.179586-03:00,R$ 500.000,"Residencial Humaita, Goiânia",900 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.179878-03:00,R$ 645.000,"Rua Augusto Jungmann, Jardins Franca",406 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.180201-03:00,R$ 970.000,"Residencial Aldeia do Vale, Goiânia",1395 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.180499-03:00,R$ 770.000,"Avenida C, Vila Morais",766 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.180790-03:00,R$ 650.000,"Santa Genoveva, Goiânia",700 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.181107-03:00,R$ 1.100.000,"Avenida Mambaí, Residencial Alphaville Flamboyant",628 m²,,,,R$ 700,,terrenos-lotes-condominios
2021-08-05 16:45:57.181452-03:00,R$ 1.350.000,"Residencial Aldeia do Vale, Goiânia",5 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.181728-03:00,R$ 2.600.000,"Avenida Vereda dos Buritis, Moinho dos Ventos",2353 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.182013-03:00,R$ 880.000,"Rua A23, Jardins Atenas",434 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.182307-03:00,R$ 900.000,"Rua da Concórdia, Santa Genoveva",7931 m²,,,,,,terrenos-lotes-condominios
2021-08-05 16:45:57.182651-03:00,R$ 330.000,"Rua Doutor Joaquim Taveira, Vila Rosa",525 m²,,,,,,terrenos-lotes-condominios
